article_name,country,region,rev_id,article_quality,population
Psychology Maziwisa,Zimbabwe,AFRICA,798140615,C,14.863
Fauzi Abdul Rahman,Malaysia,ASIA,798143123,Stub,32.781
Bartolomeo Arese,Italy,EUROPE,798144016,Stub,60.29600000000001
Frank Engel (politician),Luxembourg,EUROPE,798144920,Start,632.0
"William I, Count of Nassau-Dillenburg",Netherlands,EUROPE,798145701,Start,17.467
Tan Cheng Lock,Malaysia,ASIA,798146189,C,32.781
Minister of State (Monaco),Monaco,EUROPE,798147963,Start,38.0
Stephen Dawson (politician),Australia,OCEANIA,798148585,Start,25.754
Amber-Jade Sanderson,Australia,OCEANIA,798151306,Start,25.754
Kate Doust,Australia,OCEANIA,798151589,Start,25.754
National Party of Australia – NSW,Australia,OCEANIA,798152022,C,25.754
Abdul Malik Baloch,Pakistan,ASIA,798152161,C,220.94
Prime Minister of Burundi,Burundi,AFRICA,798157270,Start,11.866
Vice-President of Burundi,Burundi,AFRICA,798157352,Start,11.866
Gaki Sherocho,Ethiopia,AFRICA,798157386,Start,114.916
Lu Banglie,China,ASIA,798157645,Stub,1402.385
Gong Weiguo,China,ASIA,798157815,Start,1402.385
Li Zuopeng,China,ASIA,798159736,Stub,1402.385
Yao Wenyuan,China,ASIA,798160188,Start,1402.385
Anna Maria Corazza Bildt,Sweden,EUROPE,798160331,Start,10.377
Chen Changhao,China,ASIA,798160627,B,1402.385
Wei Heng,China,ASIA,798162573,C,1402.385
Yan Hongyan,China,ASIA,798162852,Start,1402.385
Zhang Qinqiu,China,ASIA,798163083,C,1402.385
Yu Xinqing,China,ASIA,798163137,C,1402.385
Zhou Xiaozhou,China,ASIA,798163346,Stub,1402.385
Clay Davis,United States,NORTHERN AMERICA,798164565,C,329.87800000000004
Sanja Damjanović,Montenegro,EUROPE,798165024,Start,622.0
Mohammad-Javad Azari Jahromi,Iran,ASIA,798165401,Start,84.15
George Landrith,United States,NORTHERN AMERICA,798165504,Start,329.87800000000004
Fredenil Castro,Philippines,ASIA,798166384,Stub,109.581
Hermes Lima,Brazil,LATIN AMERICA AND THE CARIBBEAN,798166745,Stub,211.812
Francisco de Paula Brochado da Rocha,Brazil,LATIN AMERICA AND THE CARIBBEAN,798166769,Start,211.812
Gillian Merron,United Kingdom,EUROPE,798169463,C,67.16
Adrian Severin,Romania,EUROPE,798172955,Start,19.241
Gobana Dacche,Ethiopia,AFRICA,798173583,C,114.916
H.S. Dillon,Indonesia,ASIA,798173848,Start,271.73900000000003
Godfrey Gitahi Kariuki,Kenya,AFRICA,798174028,Stub,53.528
Vicky Hadjivassiliou,Greece,EUROPE,798176360,Stub,10.7
Zhang Miao,China,ASIA,798176747,C,1402.385
Arisoa Razafitrimo,Madagascar,AFRICA,798181135,Stub,27.691
List of Presidents of Togo,Togo,AFRICA,798182208,C,8.279
Alexander Shishkov,Russia,EUROPE,798183669,Stub,146.733
Gábor Hraskó,Hungary,EUROPE,798186075,C,9.767000000000001
Ryszard Schnepf,Poland,EUROPE,798188604,Stub,38.368
Vitaly Churkin,Russia,EUROPE,798192948,C,146.733
"Auguste-Louis-Albéric, prince d'Arenberg",France,EUROPE,798195441,Start,64.94
"Members of the House of Assembly of Papua and New Guinea, 1964–1968",Papua New Guinea,OCEANIA,798195519,Start,8.95
Hans Martin Sutermeister,Switzerland,EUROPE,798197920,C,8.634
Jorge García Carneiro,Venezuela,LATIN AMERICA AND THE CARIBBEAN,798198733,Stub,28.645
Ildikó Pelczné Gáll,Hungary,EUROPE,798199492,Start,9.767000000000001
Larisa Lee,Australia,OCEANIA,798199586,C,25.754
Felipe Quispe,Bolivia,LATIN AMERICA AND THE CARIBBEAN,798199983,Start,11.633
List of Italian religious minority politicians,Italy,EUROPE,798200492,B,60.29600000000001
Ramiz Mehdiyev,Azerbaijan,ASIA,798200518,Start,10.107999999999999
List of heads of state of Niger,Niger,AFRICA,798200725,Start,24.189
Harry Anastasiou,Cyprus,ASIA,798200888,C,1.207
Harry Cohen,United Kingdom,EUROPE,798200974,Start,67.16
Olivier Giscard d'Estaing,France,EUROPE,798203350,Stub,64.94
Michel Aikpé,Benin,AFRICA,798209100,Stub,12.209000000000001
Abderrahim Zouari,Tunisia,AFRICA,798212540,Start,11.895999999999999
Herman Diamand,Poland,EUROPE,798213194,Start,38.368
Sadao Araki,Japan,ASIA,798216733,C,125.96700000000001
Hilary Minc,Poland,EUROPE,798216971,Start,38.368
Bedia Afnan,Iraq,ASIA,798224171,Stub,39.725
Sam Ongeri,Kenya,AFRICA,798227232,Start,53.528
Nasser Moghadam,Iran,ASIA,798227908,Start,84.15
Richard Schmitz,Austria,EUROPE,798228125,Stub,8.914
Ion Balan,Moldova,EUROPE,798230199,Stub,3.535
Kenneth Lusaka,Kenya,AFRICA,798231185,Start,53.528
Élie Bloncourt,France,EUROPE,798232341,B,64.94
Honoré Jackson,Canada,NORTHERN AMERICA,798234685,Start,38.19
Osman Saifullah,Pakistan,ASIA,798234928,Start,220.94
Pedro Cosio Masden,Uruguay,LATIN AMERICA AND THE CARIBBEAN,798235339,Start,3.531
Heera Saraniya,India,ASIA,798236459,Start,1400.1
Hossein Nejabat,Iran,ASIA,798239222,Stub,84.15
Hou Yuon,Cambodia,ASIA,798241496,C,15.497
Paul Ulenbelt,Netherlands,EUROPE,798241930,Stub,17.467
John J. Carson,United States,NORTHERN AMERICA,798242765,Stub,329.87800000000004
Howard Epstein,Canada,NORTHERN AMERICA,798245817,Start,38.19
Hsieh Chi-ta,Taiwan,ASIA,798247985,C,23.61
Isaac Matongo,Zimbabwe,AFRICA,798248963,Stub,14.863
Nicolás Eyzaguirre,Chile,LATIN AMERICA AND THE CARIBBEAN,798248989,Start,19.47
Hubert Maga,Benin,AFRICA,798248992,FA,12.209000000000001
Viola Burnham,Guyana,LATIN AMERICA AND THE CARIBBEAN,798250283,Stub,787.0
Russell Pearce,United States,NORTHERN AMERICA,798250934,GA,329.87800000000004
Hugh Segal,Canada,NORTHERN AMERICA,798251516,C,38.19
Nicolae Rainea,Romania,EUROPE,798255786,Start,19.241
Bernd Heynemann,Germany,EUROPE,798256520,Stub,83.3
Josphat Nanok,Kenya,AFRICA,798257112,Stub,53.528
Salim Mvurya,Kenya,AFRICA,798257731,Start,53.528
Stefanos Stefanopoulos,Greece,EUROPE,798258487,Stub,10.7
Huntington family,United States,NORTHERN AMERICA,798258646,Start,329.87800000000004
Abbas Salehi,Iran,ASIA,798259646,Stub,84.15
Anders Olsen,Denmark,EUROPE,798260839,Stub,5.829
André Elissen,Netherlands,EUROPE,798262130,Stub,17.467
Kassim Al-Rimawi,Palestinian Territory,ASIA,798262559,Start,5.008
Alexi Ivanov,Bulgaria,EUROPE,798263072,Start,6.9270000000000005
George Hees,Canada,NORTHERN AMERICA,798263505,C,38.19
Hyppolite Ramaroson,Madagascar,AFRICA,798265033,C,27.691
Héctor Gramajo,Guatemala,LATIN AMERICA AND THE CARIBBEAN,798265661,Start,18.066
Hüseyin Kalkan,Turkey,ASIA,798265875,Start,83.73700000000001
Hồ Văn Nhựt,Vietnam,ASIA,798265985,C,96.209
Martins Azubuike,Nigeria,AFRICA,798266586,Stub,206.14
Mateusz Szczurek,Poland,EUROPE,798266966,Start,38.368
Víctor Joy Way,Peru,LATIN AMERICA AND THE CARIBBEAN,798270157,Start,32.824
Ernesto Nathan,Italy,EUROPE,798272218,Start,60.29600000000001
Ronald D. Castille,United States,NORTHERN AMERICA,798274511,C,329.87800000000004
Vladimir Gutenev,Russia,EUROPE,798276161,Stub,146.733
Ri Su-yong,"Korea, North",ASIA,798276165,GA,25.779
Muhammad Ali (politician),Pakistan,ASIA,798276380,Start,220.94
Margaret I of Denmark,Norway,EUROPE,798280487,FA,5.3870000000000005
Ian Wachtmeister,Sweden,EUROPE,798282255,Start,10.377
Ibrahim Abu-Lughod,Palestinian Territory,ASIA,798282902,C,5.008
Ibrahim Kefas,Nigeria,AFRICA,798282992,Stub,206.14
Ibrahim Mohammad Bahr al-Ulloum,Iraq,ASIA,798283015,Stub,39.725
Chen Tien,Malaysia,ASIA,798284140,Stub,32.781
George Washington Adams,United States,NORTHERN AMERICA,798284432,C,329.87800000000004
Lim Chong Eu,Malaysia,ASIA,798285613,C,32.781
Idriss Déby,Chad,AFRICA,798286150,C,16.877
Ignacio Pichardo Pagaza,Mexico,LATIN AMERICA AND THE CARIBBEAN,798287898,Stub,127.792
Ignaz Trebitsch-Lincoln,United Kingdom,EUROPE,798288085,C,67.16
Igor Šoltes,Slovenia,EUROPE,798288705,Start,2.103
Ihab Al-Mismari,Libya,AFRICA,798288804,Stub,6.891
Ijuin Hikokichi,Japan,ASIA,798288923,C,125.96700000000001
Valentine Rugwabiza,Rwanda,AFRICA,798289991,Start,12.952
Paul Abine Ayah,Cameroon,AFRICA,798291552,Start,26.598000000000003
Pirro Dodbiba,Albania,EUROPE,798292485,C,2.838
Juozas Gabrys,Lithuania,EUROPE,798302144,C,2.7939999999999996
Kamran Bagheri Lankarani,Iran,ASIA,798303359,Stub,84.15
Michel Micombero,Burundi,AFRICA,798305592,GA,11.866
Jim Gilchrist,United States,NORTHERN AMERICA,798306105,C,329.87800000000004
Talat Xhaferi,Albania,EUROPE,798306442,Start,2.838
Ashok Jugnauth,Mauritius,AFRICA,798309009,Start,1.265
Cristovam Buarque,Brazil,LATIN AMERICA AND THE CARIBBEAN,798309540,C,211.812
George W. Ashburn,United States,NORTHERN AMERICA,798311879,C,329.87800000000004
Sunila Devi,India,ASIA,798314604,Start,1400.1
Roger Karoutchi,France,EUROPE,798315067,Start,64.94
Dola Sen,India,ASIA,798317896,Stub,1400.1
Zheng Bijian,China,ASIA,798318624,C,1402.385
Julius Kipyegon Kones,Kenya,AFRICA,798320897,Start,53.528
Irina Yarovaya,Russia,EUROPE,798326587,Start,146.733
Fredrick Richard Senanayake,Sri Lanka,ASIA,798328347,Start,21.936999999999998
Irvine Patnick,United Kingdom,EUROPE,798328772,C,67.16
Kulikoyela Kahigi,Tanzania,AFRICA,798328801,Stub,59.733999999999995
Athar Ali (politician),Pakistan,ASIA,798330441,Stub,220.94
Jeanne Mélin,France,EUROPE,798330903,C,64.94
Islah Jad,Palestinian Territory,ASIA,798331360,Start,5.008
Ismail Ali Abokor,Somalia,AFRICA,798333563,Stub,15.892999999999999
Ismaël Touré,Guinea,AFRICA,798333674,C,12.56
Ismet Popovac,Bosnia-Herzegovina,EUROPE,798333700,FA,3.281
Dan Goldstick,Canada,NORTHERN AMERICA,798334711,C,38.19
Aminuddin Harun,Malaysia,ASIA,798334920,Stub,32.781
István Friedrich,Hungary,EUROPE,798335272,FA,9.767000000000001
István Oláh,Hungary,EUROPE,798335314,Start,9.767000000000001
Ivan Rikard Ivanović,Croatia,EUROPE,798337761,Start,4.02
Dharambir,India,ASIA,798337847,Stub,1400.1
Ivar Nørgaard,Denmark,EUROPE,798338069,Stub,5.829
Iyad bin Amin Madani,Saudi Arabia,ASIA,798338627,C,35.041
J. B. Salsberg,Canada,NORTHERN AMERICA,798339304,C,38.19
J. Steven Griles,United States,NORTHERN AMERICA,798341059,C,329.87800000000004
J. W. Robinson (mayor),United States,NORTHERN AMERICA,798341137,Start,329.87800000000004
Jack Davis (industrialist),United States,NORTHERN AMERICA,798343125,GA,329.87800000000004
Masoud Pezeshkian,Iran,ASIA,798343576,Start,84.15
Renée Slotopolsky de Epelbaum,Argentina,LATIN AMERICA AND THE CARIBBEAN,798344086,Stub,45.376999999999995
Jack Marshall (Canadian politician),Canada,NORTHERN AMERICA,798344195,Start,38.19
Wang Mang,China,ASIA,798344471,C,1402.385
Jack Ramsay (politician),Canada,NORTHERN AMERICA,798344600,Start,38.19
Élisabeth de Mac Mahon,France,EUROPE,798346048,Start,64.94
Phuong Ngo,Australia,OCEANIA,798346879,C,25.754
Gyude Bryant,Liberia,AFRICA,798346883,C,5.058
Jacques Dicker,Switzerland,EUROPE,798347714,Start,8.634
Jacques Rueff,Monaco,EUROPE,798348058,Start,38.0
Nikša Gradi,Hungary,EUROPE,798348854,Start,9.767000000000001
Jaime Ongpin,Philippines,ASIA,798349303,Stub,109.581
Jaime Serrano Cedillo,Mexico,LATIN AMERICA AND THE CARIBBEAN,798349325,C,127.792
Jama Korshel,Somalia,AFRICA,798350712,Start,15.892999999999999
Chandra Mohan Thambirajah,Malaysia,ASIA,798351135,Stub,32.781
Jamby Madrigal,Philippines,ASIA,798351202,C,109.581
Wilber Otichilo,Kenya,AFRICA,798351355,Stub,53.528
Irma Rapuzzi,France,EUROPE,798352101,Stub,64.94
Lucien Paye,France,EUROPE,798353093,Stub,64.94
James Churchill Vaughan,Nigeria,AFRICA,798353163,Start,206.14
René Nicolas Charles Augustin de Maupeou,France,EUROPE,798353909,C,64.94
James E. West (politician),United States,NORTHERN AMERICA,798354186,C,329.87800000000004
Nzamba Kitonga,Kenya,AFRICA,798355131,Stub,53.528
James Herman De Ricci,United Kingdom,EUROPE,798355984,Stub,67.16
James J. Reynolds,United States,NORTHERN AMERICA,798356368,Start,329.87800000000004
James Johnson (minister),Nigeria,AFRICA,798356435,Start,206.14
Pascal Lissouba,Congo,AFRICA,798358580,C,5.518
James Pasternak,Canada,NORTHERN AMERICA,798358913,Start,38.19
List of mayors of Bujumbura,Burundi,AFRICA,798359354,Stub,11.866
John Newman (Australian politician),Australia,OCEANIA,798359407,Start,25.754
James R. Tanner,United States,NORTHERN AMERICA,798359416,GA,329.87800000000004
Victor de Laveleye,Belgium,EUROPE,798359532,Start,11.515
Christy Goldfuss,United States,NORTHERN AMERICA,798360902,Start,329.87800000000004
"James Tuchet, 7th Baron Audley",United Kingdom,EUROPE,798360912,Start,67.16
Jamey Heath,Canada,NORTHERN AMERICA,798361876,Start,38.19
Marguerite Lebrun,France,EUROPE,798366211,Stub,64.94
Francisco Bravo de Saravia,Spain,EUROPE,798366931,Stub,47.635
Jarwanid dynasty,Bahrain,ASIA,798370570,Start,1.465
Andrei Mocioni,Hungary,EUROPE,798371018,FA,9.767000000000001
Hunter Tootoo,Canada,NORTHERN AMERICA,798371441,C,38.19
Christiana Figueres,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,798371628,B,5.111000000000001
Javad Shahrestani,Iran,ASIA,798373981,Stub,84.15
Rifat Shaykhutdinov,Russia,EUROPE,798375077,Stub,146.733
Ilias Psinakis,Greece,EUROPE,798375198,C,10.7
Maura Healey,United States,NORTHERN AMERICA,798375349,GA,329.87800000000004
Jaša Tomić,Serbia,EUROPE,798376820,Start,6.957000000000001
Ali Asghar Mounesan,Iran,ASIA,798376847,Stub,84.15
Jean D'Amour,Canada,NORTHERN AMERICA,798377541,Start,38.19
Jean Sarkozy,France,EUROPE,798378429,C,64.94
Jean-Claude Bajeux,Haiti,LATIN AMERICA AND THE CARIBBEAN,798379003,GA,11.402999999999999
Tayfur Sökmen,Turkey,ASIA,798379022,Stub,83.73700000000001
"Jean-Marie Roland, vicomte de la Platière",France,EUROPE,798379604,C,64.94
Benno Straucher,Romania,EUROPE,798379859,FA,19.241
Jean-Pierre Van Rossem,Belgium,EUROPE,798379997,C,11.515
Jeff Dudgeon,United Kingdom,EUROPE,798381696,Start,67.16
Kim Jong Suk (government official),"Korea, South",ASIA,798385390,Stub,51.781000000000006
Al-Assad family,Syria,ASIA,798391085,GA,19.398
Chandeshwor Jha,Nepal,ASIA,798391286,Stub,29.996
Sven Ranck,Sweden,EUROPE,798395754,Stub,10.377
Annika Strandhäll,Sweden,EUROPE,798395893,Stub,10.377
Henri Temple,France,EUROPE,798396680,Start,64.94
Luis de la Torre,Spain,EUROPE,798397527,Stub,47.635
Badmaanyambuugiin Bat-Erdene,Mongolia,ASIA,798397638,Start,3.361
Inna Shevchenko,Ukraine,EUROPE,798398477,GA,41.778
Jesús Aguilarte,Venezuela,LATIN AMERICA AND THE CARIBBEAN,798399530,Stub,28.645
Þorsteinn Víglundsson,Iceland,EUROPE,798400073,Stub,368.0
Leonid Ivashov,Russia,EUROPE,798402504,Start,146.733
Espérance Nyirasafari,Rwanda,AFRICA,798403361,Start,12.952
Jim Jordan (political consultant),United States,NORTHERN AMERICA,798405048,Start,329.87800000000004
Gustaf Åkerhielm,Sweden,EUROPE,798405296,Start,10.377
Srđan Srećković,Serbia,EUROPE,798405405,Start,6.957000000000001
Jim Silye,Canada,NORTHERN AMERICA,798406590,Start,38.19
Sydney Silverman,United Kingdom,EUROPE,798407249,Start,67.16
Péter Csizi,Hungary,EUROPE,798408484,Stub,9.767000000000001
Kivutha Kibwana,Kenya,AFRICA,798408497,Start,53.528
Luiz Fernando Pezão,Brazil,LATIN AMERICA AND THE CARIBBEAN,798408586,Stub,211.812
Bogoljub Šijaković,Serbia,EUROPE,798409233,Stub,6.957000000000001
Joachim Lelewel,Poland,EUROPE,798410016,C,38.368
Bi Gan,China,ASIA,798410524,Stub,1402.385
Joaquim Chissano,Mozambique,AFRICA,798412007,C,31.166
"Ismael Abubakar, Jr.",Philippines,ASIA,798412502,Stub,109.581
Julienne Uwacu,Rwanda,AFRICA,798413243,Start,12.952
Joe Oliver (politician),Canada,NORTHERN AMERICA,798417174,C,38.19
Joe Vogler,United States,NORTHERN AMERICA,798418102,C,329.87800000000004
Nikola Selaković,Serbia,EUROPE,798419253,Start,6.957000000000001
Tamás Bakócz,Hungary,EUROPE,798419911,Start,9.767000000000001
Johan Van Overtveldt,Belgium,EUROPE,798419935,Stub,11.515
Johann Anton von Pergen,Austria,EUROPE,798419974,C,8.914
John Atta Mills,Ghana,AFRICA,798421869,FA,31.073
Ambaye Wolde Mariam,Eritrea,AFRICA,798423270,C,3.5460000000000003
"John Browne, Baron Browne of Madingley",United Kingdom,EUROPE,798423998,C,67.16
Hossein Ghorbanzadeh,Iran,ASIA,798424099,Stub,84.15
Arno Kompatscher,Italy,EUROPE,798425025,Start,60.29600000000001
John Cobb (Manitoba politician),Canada,NORTHERN AMERICA,798425800,Stub,38.19
Yonathan Betkolia,Iran,ASIA,798426814,Stub,84.15
Ion Dolănescu,Romania,EUROPE,798428484,Stub,19.241
John Heddle,United Kingdom,EUROPE,798432739,Stub,67.16
Zinovie Serdiuk,Moldova,EUROPE,798435966,Stub,3.535
Mikko Pesälä,Finland,EUROPE,798436915,Stub,5.529
Dimitri Gladki,Moldova,EUROPE,798437364,Stub,3.535
John P. Wheeler III,United States,NORTHERN AMERICA,798439249,C,329.87800000000004
Sagadat Nurmagambetov,Kazakhstan,ASIA,798439598,C,18.732
Nikita Salogor,Moldova,EUROPE,798441016,Stub,3.535
John S. Herrington,United States,NORTHERN AMERICA,798441576,Start,329.87800000000004
Pedro Vaz (diplomat),Uruguay,LATIN AMERICA AND THE CARIBBEAN,798441959,Stub,3.531
John Turmel,Canada,NORTHERN AMERICA,798443833,C,38.19
John Ya-Otto,Namibia,AFRICA,798445586,Stub,2.541
Johnny Abel,Canada,NORTHERN AMERICA,798446107,Stub,38.19
Adele Morris,United States,NORTHERN AMERICA,798446583,Start,329.87800000000004
Yeap Ghim Guan,Malaysia,ASIA,798447592,Start,32.781
Thanasak Patimaprakorn,Thailand,ASIA,798447876,C,66.53399999999999
Jonah Schein,Canada,NORTHERN AMERICA,798449309,Start,38.19
"Manuel Luís Osório, Marquis of Erval",Brazil,LATIN AMERICA AND THE CARIBBEAN,798449379,C,211.812
Jonathan Genest-Jourdain,Canada,NORTHERN AMERICA,798449933,Start,38.19
"Jonathan Hill, Baron Hill of Oareford",United Kingdom,EUROPE,798450122,C,67.16
Jonathan Tyler,United Kingdom,EUROPE,798451146,Start,67.16
Bohdan Beniuk,Ukraine,EUROPE,798452649,Start,41.778
Jose Manuel Valdes,Peru,LATIN AMERICA AND THE CARIBBEAN,798453337,Start,32.824
Joseph Fadahunsi,Nigeria,AFRICA,798454843,Stub,206.14
Joseph Howe,Canada,NORTHERN AMERICA,798455379,C,38.19
Joseph Matthias Gérard de Rayneval,France,EUROPE,798456103,Start,64.94
Tariq Anwar (politician),India,ASIA,798458314,Start,1400.1
Josh Matlow,Canada,NORTHERN AMERICA,798458572,C,38.19
José Barrionuevo,Spain,EUROPE,798460149,Start,47.635
José Francisco Ruiz Massieu,Mexico,LATIN AMERICA AND THE CARIBBEAN,798460315,Start,127.792
Sixto Durán Ballén,Ecuador,LATIN AMERICA AND THE CARIBBEAN,798461911,GA,17.511
T. S. Bajwa,India,ASIA,798462703,Stub,1400.1
João Lyra,Brazil,LATIN AMERICA AND THE CARIBBEAN,798463974,Stub,211.812
Juan Antonio Iribarren,Chile,LATIN AMERICA AND THE CARIBBEAN,798464124,Stub,19.47
Juan Camilo Restrepo Salazar,Colombia,LATIN AMERICA AND THE CARIBBEAN,798464243,Stub,49.443999999999996
Bernard Makuza,Rwanda,AFRICA,798467682,Start,12.952
Pierre Habumuremyi,Rwanda,AFRICA,798467708,Start,12.952
Dismas Nsengiyaremye,Rwanda,AFRICA,798467876,Stub,12.952
Prime Minister of Rwanda,Rwanda,AFRICA,798467972,Start,12.952
Julia Tukai Zvobgo,Zimbabwe,AFRICA,798468363,C,14.863
Evangelos Averoff,Greece,EUROPE,798468483,C,10.7
Julian Huppert,United Kingdom,EUROPE,798468815,C,67.16
Fan Sun-lu,Taiwan,ASIA,798470372,C,23.61
Julius Momo Udochi,Nigeria,AFRICA,798471351,Stub,206.14
Raja Kamarul Bahrin,Malaysia,ASIA,798472672,Stub,32.781
Juozas Bulavas,Lithuania,EUROPE,798473880,Start,2.7939999999999996
Justin Ahomadégbé-Tomêtin,Benin,AFRICA,798475985,FA,12.209000000000001
Jennette Arnold,United Kingdom,EUROPE,798476253,Start,67.16
Xu Hui,China,ASIA,798476340,Start,1402.385
Veronica Gambara,Italy,EUROPE,798477314,C,60.29600000000001
Kata Szidónia Petrőczy,Hungary,EUROPE,798477571,Stub,9.767000000000001
Els de Groen,Netherlands,EUROPE,798478092,Start,17.467
Myrthe Hilkens,Netherlands,EUROPE,798478300,Start,17.467
Izabela Czartoryska,Poland,EUROPE,798479185,Start,38.368
Nguyễn Huy Cận,Vietnam,ASIA,798479738,Stub,96.209
Wan Qingliang,China,ASIA,798481182,C,1402.385
Rajinder Kaur,India,ASIA,798482202,Stub,1400.1
Zuleika Alambert,Brazil,LATIN AMERICA AND THE CARIBBEAN,798483475,Start,211.812
Grace Akello,Uganda,AFRICA,798483499,Start,45.74100000000001
Catherine Obianuju Acholonu,Nigeria,AFRICA,798483512,C,206.14
Marie-Thérèse Assiga Ahanda,Cameroon,AFRICA,798483594,Start,26.598000000000003
Joyce Hayden,Canada,NORTHERN AMERICA,798484154,Start,38.19
Emily Hatoyama,Japan,ASIA,798484893,Start,125.96700000000001
Aspazija,Latvia,EUROPE,798484983,C,1.902
Maria Arbatova,Russia,EUROPE,798485439,C,146.733
Tatyana Nikitina,Russia,EUROPE,798485601,Stub,146.733
Bà Huyện Thanh Quan,Vietnam,ASIA,798485655,Stub,96.209
Nguyễn Thị Bích,Vietnam,ASIA,798485656,Stub,96.209
María Abella de Ramírez,Uruguay,LATIN AMERICA AND THE CARIBBEAN,798487557,Start,3.531
Carina Perelli,Uruguay,LATIN AMERICA AND THE CARIBBEAN,798487560,C,3.531
Hipatia Cárdenas de Bustamante,Ecuador,LATIN AMERICA AND THE CARIBBEAN,798487614,Stub,17.511
Anna Louise Beer,Norway,EUROPE,798487858,Stub,5.3870000000000005
Alojzija Štebi,Slovenia,EUROPE,798488329,GA,2.103
Sigrið av Skarði Joensen,Denmark,EUROPE,798488499,Start,5.829
Esther Vilenska,Israel,ASIA,798488670,Start,9.216000000000001
Ellisif Wessel,Norway,EUROPE,798488698,Start,5.3870000000000005
Olena Teliha,Ukraine,EUROPE,798488708,Start,41.778
Aïcha Mohamed Robleh,Djibouti,AFRICA,798488988,Stub,988.0
Bahriye Üçok,Turkey,ASIA,798489006,Start,83.73700000000001
Marta Rădulescu,Romania,EUROPE,798489018,GA,19.241
Bernadette Sanou Dao,Burkina Faso,AFRICA,798489070,Stub,20.903000000000002
Grace Mera Molisa,Vanuatu,OCEANIA,798489209,Start,321.0
Heloneida Studart,Brazil,LATIN AMERICA AND THE CARIBBEAN,798489222,Start,211.812
Aminata Traoré,Mali,AFRICA,798489295,Start,20.250999999999998
Erzsébet Nagy,Hungary,EUROPE,798489312,Start,9.767000000000001
Ingebjørg Kasin Sandsdalen,Norway,EUROPE,798489373,Stub,5.3870000000000005
Carmen Naranjo,Costa Rica,LATIN AMERICA AND THE CARIBBEAN,798489524,Start,5.111000000000001
Svava Jakobsdóttir,Iceland,EUROPE,798489670,Stub,368.0
Sonomyn Udval,Mongolia,ASIA,798489798,Start,3.361
"Margaret Lally ""Ma"" Murray",Canada,NORTHERN AMERICA,798489930,B,38.19
Adalgisa Nery,Brazil,LATIN AMERICA AND THE CARIBBEAN,798489953,Start,211.812
